<br><font color=teal>*Pandora(Them Yams Salty Fam) says: Yes.. - Mon Sep 28 01:56:28 2015
<br><br><font color=yellow>*Pandora(Them Yams Salty Fam) felt her mouth go agape. She wasn't eager for this at all. The brunette would feel a shudder course throughout her body as she spoke rather timidly. "I...I'm... not sure that... I want to do this.." She'd utter to the male, falling victim to his eager actions. A look of displeasure ran across her facial features, and her mouth was curled into a frown. Her muscles tensed up as well.* - Mon Sep 28 02:05:52 2015
<br><br><font color=yellow>*Pandora(Them Yams Salty Fam) whimpered. Her hazelnut gaze filled with fear and neverending displeasure set itself upon the male. "N..No.." She whimpered, attempting to remove herself from her close proximity with the male. The most that the brunette could muster physically was constant disruption to his actions as she squirmed in his grasp. Without her cloak, the only things restricting him from bare access to her frame was a pair of khaki's and a grey hoodie.* - Mon Sep 28 02:12:41 2015
<br><br><font color=teal>*Shinozuka, Hiro(Your Pocket Pikachu) thinks: ........... - Mon Sep 28 02:14:24 2015
<br><br><font color=teal>*Taiga, Edge(RuinousAnchor) says: Wait, Hiro. - Mon Sep 28 02:14:24 2015
<br><br><font color=teal>*Taiga, Edge(RuinousAnchor) says: Don't you want a bat too? - Mon Sep 28 02:14:24 2015
<br><br><font color=teal>*Shinozuka, Hiro(Your Pocket Pikachu) says: . . . . - Mon Sep 28 02:14:24 2015
<br><br><font color=yellow>*Pandora(Them Yams Salty Fam) attempted to lurch her head back, trying to pull away as much as possible. Her hands were pressed to his shoulders as she desperately tried to push him away. Her legs pressed together closely. Tears gathered at the corners of her eyes. Only whimpers and unsettled, murmured "No's" resonated from the twenty year old.* - Mon Sep 28 02:17:48 2015
<br><br><font color=yellow>*Pandora(Them Yams Salty Fam) sobbed lowly, dragging herself beside her gourd and coiling her arms around it. The item seemed to be her only remedy for most of her emotional problems. Once regaining some of her bearings she'd wrap her figure in her cloak, pressing her body against her gourd once more. It'd take quite awhile before her crying would come to frequent sniffles, before she'd become completely silent.* - Mon Sep 28 02:25:29 2015
<br><br><font color=teal>*Taiga, Edge(RuinousAnchor) says: ...What's wrong now? - Mon Sep 28 02:26:20 2015
<br><br><font color=teal>*Taiga, Edge(RuinousAnchor) says: I didn't beat you or anything. - Mon Sep 28 02:26:20 2015
<br><br><font color=teal>*Pandora(Them Yams Salty Fam) says: I.... didn't want that.. - Mon Sep 28 02:26:20 2015
<br><br><font color=teal>*Pandora(Them Yams Salty Fam) thinks: T.. the pain.. - Mon Sep 28 02:27:12 2015
<br><br><font color=teal>*Taiga, Edge(RuinousAnchor) says: ..... - Mon Sep 28 02:27:12 2015
<br><br><font color=teal>*Taiga, Edge(RuinousAnchor) says: I don't understand. - Mon Sep 28 02:27:12 2015
<br><br><font color=teal>*Taiga, Edge(RuinousAnchor) says: There's nothing wrong that happened. - Mon Sep 28 02:27:12 2015
<br><br><font color=teal>*Taiga, Edge(RuinousAnchor) says: It's simply life. - Mon Sep 28 02:28:03 2015
<br><br><font color=teal>*Taiga, Edge(RuinousAnchor) says: I'm leaving. - Mon Sep 28 02:28:54 2015
<br><br><font color=yellow>*Pandora(Them Yams Salty Fam) shook her head, her right arm submerged between her legs. It probably wouldn't be noticeable since her cloak was draped over her form. The brunette shuddered, her hazelnut gaze drifting to the floor below.* - Mon Sep 28 02:31:28 2015
<br><br><font color=yellow>*Pandora(Them Yams Salty Fam) shook her head, whispering.to the male.

"N..No... it's not your fault... it's mine for being too weak... to stop it.." Her shudders had yet to falter.* - Mon Sep 28 02:36:35 2015
<br><br><font color=yellow>*Pandora(Them Yams Salty Fam) cries herself to sleep.* - Mon Sep 28 02:40:00 2015
<br><br><font color=teal>*Shinozuka, Hiro(Your Pocket Pikachu) says: Good night..... - Mon Sep 28 02:40:51 2015
<br><br><font color=teal>*Shinozuka, Hiro(Your Pocket Pikachu) says: I hope .... - Mon Sep 28 02:40:51 2015
<br><br><font color=teal>*Shinozuka, Hiro(Your Pocket Pikachu) says: It's not too hard on you, miss. - Mon Sep 28 02:40:51 2015
<br><br><font color=yellow>*Pandora(Them Yams Salty Fam) lifted her arms slightly over her head, allowing waves of sand to seep from her gourd. The grains of sand would compress themselves into a platform that'd gather beneath Pandora's footing, suspending her in the air.* - Tue Sep 29 21:44:44 2015
<br><br><font color=teal>*ANBU Agent(X_Jake From State Farm_X) says: ... hi. - Wed Sep 30 02:34:52 2015
<br><br><font color=yellow>*Pandora(Them Yams Salty Fam) gazed at Rymei briefly, before returning her stare to the floorboards at her footing. Pandora didn't have much to say. * - Wed Sep 30 02:36:35 2015
<br><br><font color=yellow>*Pandora(Them Yams Salty Fam) looked up at Rymei. She seemed to have dried tears on her pale cheeks. Her optimism for staying here had diminished abit. Her brown gaze briefly focused on Rymei's chest, as it was impossible not to.* - Wed Sep 30 02:42:33 2015
<br><br><font color=yellow>*Pandora(Them Yams Salty Fam) nodded, even if such a gesture seemed to be a facade. Her hazelnut gaze set itself upon Rymei's stare. Her responses would surely become more subtle after Rymei poked her.* - Wed Sep 30 02:46:49 2015
<br><br><font color=teal>*Rymei(X_Jake From State Farm_X) says: Don't be scared girl. - Wed Sep 30 02:49:23 2015
<br><br><font color=teal>*Rymei(X_Jake From State Farm_X) says: Have you been initiated? - Wed Sep 30 02:49:23 2015
<br><br><font color=teal>*Rymei(X_Jake From State Farm_X) thinks: I'm sure she has....Edge doesn't waste time... - Wed Sep 30 02:49:23 2015
<br><br><font color=teal>*Pandora(Them Yams Salty Fam) says: Initiated..? - Wed Sep 30 02:50:14 2015
<br><br><font color=teal>*Rymei(X_Jake From State Farm_X) says: Ugh...I don't know how to say it nicely...but..Has Edge taken you? - Wed Sep 30 02:50:14 2015
<br><br><font color=yellow>*Pandora(Them Yams Salty Fam) sunk her head in the slightest. It was clear what the answer was. An aura of gloom immersed the sand specialist.* - Wed Sep 30 02:51:05 2015
<br><br><font color=teal>*Pandora(Them Yams Salty Fam) says: Second... time..? - Wed Sep 30 02:54:30 2015
<br><br><font color=teal>*Pandora(Them Yams Salty Fam) thinks: I don't want there to be a second time. - Wed Sep 30 02:55:21 2015
<br><br><font color=teal>*Rymei(X_Jake From State Farm_X) says: But once you're in. - Wed Sep 30 02:55:21 2015
<br><br><font color=teal>*Rymei(X_Jake From State Farm_X) says: There's no out... - Wed Sep 30 02:55:21 2015
<br><br><font color=teal>*Pandora(Them Yams Salty Fam) thinks: I didn't want there to be a first...... - Wed Sep 30 02:56:12 2015
<br><br><font color=teal>*Pandora(Them Yams Salty Fam) says: ... - Wed Sep 30 02:56:12 2015
<br><br><font color=yellow>*Pandora(Them Yams Salty Fam) pressed her knees to her chest, resting her chin upon them as she coiled her arms around her ankles.* - Wed Sep 30 02:57:04 2015
<br><br><font color=teal>*Rymei(X_Jake From State Farm_X) says: Well now you're acting like a little girl...How old are you? - Wed Sep 30 02:57:55 2015
<br><br><font color=teal>*Pandora(Them Yams Salty Fam) says: Twenty.. - Wed Sep 30 02:57:55 2015
<br><br><font color=teal>*Rymei(X_Jake From State Farm_X) says: You - Wed Sep 30 02:57:55 2015
<br><br><font color=teal>*Rymei(X_Jake From State Farm_X) says: Are twenty? - Wed Sep 30 02:57:55 2015
<br><br><font color=teal>*Pandora(Them Yams Salty Fam) says: Yes.. - Wed Sep 30 02:57:55 2015
<br><br><font color=teal>*Rymei(X_Jake From State Farm_X) says: And...Acting like this? - Wed Sep 30 02:57:55 2015
<br><br><font color=teal>*Rymei(X_Jake From State Farm_X) says: Hmph.... - Wed Sep 30 02:58:46 2015
<br><br><font color=teal>*Rymei(X_Jake From State Farm_X) says: I hope you're not like this when we move out.. - Wed Sep 30 02:58:46 2015
<br><br><font color=teal>*Pandora(Them Yams Salty Fam) says: I... just don't like that I'm so weak. - Wed Sep 30 02:59:37 2015
<br><br><font color=teal>*Rymei(X_Jake From State Farm_X) says: That's easy... - Wed Sep 30 03:02:11 2015
<br><br><font color=teal>*Rymei(X_Jake From State Farm_X) says: Stop being weak. - Wed Sep 30 03:02:11 2015
<br><br><font color=teal>*Rymei(X_Jake From State Farm_X) says: It's that simple. - Wed Sep 30 03:02:11 2015
<br><br><font color=teal>*Rymei(X_Jake From State Farm_X) says: Spend rpp into good perks. - Wed Sep 30 03:02:11 2015
<br><br><font color=teal>*Rymei(X_Jake From State Farm_X) says: =omit= - Wed Sep 30 03:02:11 2015
<br><br><font color=teal>*Pandora(Them Yams Salty Fam) says: I can't defend myself. All I know how to do with this sand is fly.. - Wed Sep 30 03:03:53 2015
<br><br><font color=teal>*Rymei(X_Jake From State Farm_X) says: Then master that. - Wed Sep 30 03:06:27 2015
<br><br><font color=teal>*Rymei(X_Jake From State Farm_X) says: Master it. - Wed Sep 30 03:06:27 2015
<br><br><font color=teal>*Rymei(X_Jake From State Farm_X) says: Then build off of that. - Wed Sep 30 03:06:27 2015
<br><br><font color=teal>*Pandora(Them Yams Salty Fam) says: Okay... - Wed Sep 30 03:09:00 2015
<br><br><font color=teal>*Rymei(X_Jake From State Farm_X) says: Give me twenty push ups! - Wed Sep 30 03:12:25 2015
<br><br><font color=teal>*Pandora(Them Yams Salty Fam) says: .. - Fri Oct  2 21:31:31 2015
<br><br><font color=teal>*Taiga, Edge(RuinousAnchor) says: Well? - Sun Oct  4 04:17:16 2015
<br><br><font color=teal>*Pandora(Them Yams Salty Fam) says: ... - Sun Oct  4 04:18:08 2015
<br><br><font color=teal>*Taiga, Edge(RuinousAnchor) says: Entirely sand, huh? - Sun Oct  4 04:18:08 2015
<br><br><font color=teal>*Taiga, Edge(RuinousAnchor) says: It sounds like a particular someone. - Sun Oct  4 04:18:08 2015
<br><br><font color=teal>*Ryomen(Punkamainia) says: Yeah. - Sun Oct  4 04:18:08 2015
<br><br><font color=teal>*Taiga, Edge(RuinousAnchor) says: I'd advise you to stay in the confines of Genjigakure. - Sun Oct  4 04:18:59 2015
<br><br><font color=teal>*Taiga, Edge(RuinousAnchor) says: By the way. - Sun Oct  4 04:18:59 2015
<br><br><font color=teal>*Taiga, Edge(RuinousAnchor) says: Welcome to the group. - Sun Oct  4 04:18:59 2015
<br><br><font color=teal>*Taiga, Edge(RuinousAnchor) says: Here's Pandora. If you ever are angry or are in need of relaxation. - Sun Oct  4 04:18:59 2015
<br><br><font color=teal>*Ryomen(Punkamainia) says: Is that what this place is called? - Sun Oct  4 04:19:50 2015
<br><br><font color=teal>*Taiga, Edge(RuinousAnchor) says: ---Well yes. - Sun Oct  4 04:19:50 2015
<br><br><font color=teal>*Taiga, Edge(RuinousAnchor) says: It's called Genjigakure. - Sun Oct  4 04:19:50 2015
<br><br><font color=teal>*Taiga, Edge(RuinousAnchor) says: You'll be joining my group. - Sun Oct  4 04:19:50 2015
<br><br><font color=teal>*Ryomen(Punkamainia) says: "Group?" - Sun Oct  4 04:19:50 2015
<br><br><font color=teal>*Ryomen(Punkamainia) says: Sorry for all the questions, this is just a lot of stuff to take in at once. - Sun Oct  4 04:19:50 2015
<br><br><font color=teal>*Taiga, Edge(RuinousAnchor) says: We're known as Syndicate Anarchist. - Sun Oct  4 04:19:50 2015
<br><br><font color=teal>*Taiga, Edge(RuinousAnchor) says: At least, it hasn't been publicized yet. - Sun Oct  4 04:19:50 2015
<br><br><font color=teal>*Taiga, Edge(RuinousAnchor) says: You're a ninja. - Sun Oct  4 04:19:50 2015
<br><br><font color=teal>*Taiga, Edge(RuinousAnchor) says: So you do what ninjas do. - Sun Oct  4 04:19:50 2015
<br><br><font color=teal>*Taiga, Edge(RuinousAnchor) says: I give you missions. - Sun Oct  4 04:19:50 2015
<br><br><font color=teal>*Taiga, Edge(RuinousAnchor) says: You do them. - Sun Oct  4 04:20:41 2015
<br><br><font color=teal>*Taiga, Edge(RuinousAnchor) says: As long as you understand that. - Sun Oct  4 04:20:41 2015
<br><br><font color=teal>*Taiga, Edge(RuinousAnchor) says: We have an understanding. - Sun Oct  4 04:20:41 2015
<br><br><font color=teal>*Ryomen(Punkamainia) thinks: Syndicate Anarchist. Sounds interesting. - Sun Oct  4 04:20:41 2015
<br><br><font color=teal>*Ryomen(Punkamainia) says: Hrm. - Sun Oct  4 04:20:41 2015
<br><br><font color=teal>*Ryomen(Punkamainia) says: And if I weren't to agree? - Sun Oct  4 04:20:41 2015
<br><br><font color=teal>*Taiga, Edge(RuinousAnchor) says: That's up to you. - Sun Oct  4 04:20:41 2015
<br><br><font color=teal>*Taiga, Edge(RuinousAnchor) says: You can leave. - Sun Oct  4 04:20:41 2015
<br><br><font color=teal>*Taiga, Edge(RuinousAnchor) says: Go to Konoha. - Sun Oct  4 04:20:41 2015
<br><br><font color=teal>*Taiga, Edge(RuinousAnchor) says: Perhaps be buried by another tsunami. - Sun Oct  4 04:21:32 2015
<br><br><font color=teal>*Taiga, Edge(RuinousAnchor) says: When the ineffective bureaucracy chooses to leave you behind. - Sun Oct  4 04:21:32 2015
<br><br><font color=teal>*Taiga, Edge(RuinousAnchor) says: And have you die at the seams of a giant raging sand creature. - Sun Oct  4 04:21:32 2015
<br><br><font color=teal>*Taiga, Edge(RuinousAnchor) says: But. - Sun Oct  4 04:21:32 2015
<br><br><font color=teal>*Taiga, Edge(RuinousAnchor) says: Like I said. - Sun Oct  4 04:21:32 2015
<br><br><font color=teal>*Taiga, Edge(RuinousAnchor) says: That's up to you. - Sun Oct  4 04:21:32 2015
<br><br><font color=teal>*Ryomen(Punkamainia) says: Konoa is completely gone. - Sun Oct  4 04:21:32 2015
<br><br><font color=teal>*Taiga, Edge(RuinousAnchor) says: That's my point. - Sun Oct  4 04:21:32 2015
<br><br><font color=teal>*Ryomen(Punkamainia) says: Completely leveled, and bombed. - Sun Oct  4 04:21:32 2015
<br><br><font color=teal>*Taiga, Edge(RuinousAnchor) says: So what other choice do you have? - Sun Oct  4 04:21:32 2015
<br><br><font color=teal>*Ryomen(Punkamainia) says: Right... - Sun Oct  4 04:21:32 2015
<br><br><font color=teal>*Pandora(Them Yams Salty Fam) says: ... - Sun Oct  4 04:27:31 2015
<br><br><font color=teal>*Taiga, Edge(RuinousAnchor) says: Yes. You're part of the group. - Sun Oct  4 04:33:29 2015
<br><br><font color=yellow>*Pandora(Them Yams Salty Fam) //Sand swarmed her epidermis, pressing to her skin then solidifying, proceeding to vanish from sight.

She'd simply look at Ryomen with a hazel stare.* - Sun Oct  4 04:33:29 2015
<br><br><font color=teal>*Taiga, Edge(RuinousAnchor) says: Now then. - Sun Oct  4 04:33:29 2015
<br><br><font color=teal>*Taiga, Edge(RuinousAnchor) says: I'd rest and train. - Sun Oct  4 04:33:29 2015
<br><br><font color=teal>*Taiga, Edge(RuinousAnchor) says: I'll have a task for you soon. - Sun Oct  4 04:33:29 2015
<br><br><font color=teal>*Taiga, Edge(RuinousAnchor) says: We have to recruit one more member to the group. - Sun Oct  4 04:33:29 2015
<br><br><font color=teal>*Pandora(Them Yams Salty Fam) says: Are you looking for specific people..? - Sun Oct  4 04:33:29 2015
<br><br><font color=teal>*Taiga, Edge(RuinousAnchor) says: Pandora, come with me. - Sun Oct  4 04:33:29 2015
<br><br><font color=teal>*Taiga, Edge(RuinousAnchor) says: Yes. - Sun Oct  4 04:33:29 2015
<br><br><font color=teal>*Taiga, Edge(RuinousAnchor) says: I'm looking for a Taijutsu Specialist. - Sun Oct  4 04:33:29 2015
<br><br><font color=teal>*Taiga, Edge(RuinousAnchor) says: I'm not sure what you are Ryomen, but you have a tanto. - Sun Oct  4 04:34:20 2015
<br><br><font color=teal>*Taiga, Edge(RuinousAnchor) says: I'll assume you to be at least potent in close-comba. - Sun Oct  4 04:34:20 2015
<br><br><font color=yellow>*Pandora(Them Yams Salty Fam) lifted her arms from her sides, producing a platform of sand that allowed her to ascend upon it. She'd sit down on said platform, resting. Her skin practically cracked, shattering to reveal her face once more. The fractured parts of her figure formed into sand, which flowed into her gourd. The platform of sand would guide her near Edge.* - Sun Oct  4 04:35:12 2015
<br><br><font color=teal>*Taiga, Edge(RuinousAnchor) thinks: That's actually... - Sun Oct  4 04:35:12 2015
<br><br><font color=teal>*Taiga, Edge(RuinousAnchor) thinks: Smart. - Sun Oct  4 04:35:12 2015
<br><br><font color=teal>*Taiga, Edge(RuinousAnchor) thinks: The sand from the sand armor decomposes and enables her a platform to rise on. - Sun Oct  4 04:35:12 2015
<br><br><font color=teal>*Taiga, Edge(RuinousAnchor) thinks: It changes the weight of a heavy object into that of an object that enables swift movement. - Sun Oct  4 04:36:03 2015
<br><br><font color=teal>*Taiga, Edge(RuinousAnchor) thinks: A transition from slow, to fast. - Sun Oct  4 04:36:03 2015
<br><br><font color=teal>*Taiga, Edge(RuinousAnchor) says: Do you know why I brought you to this cave? - Sun Oct  4 04:37:45 2015
<br><br><font color=teal>*Pandora(Them Yams Salty Fam) says: Hn..? - Sun Oct  4 04:37:45 2015
<br><br><font color=teal>*Taiga, Edge(RuinousAnchor) says: Do you know how to walk on water? - Sun Oct  4 04:37:45 2015
<br><br><font color=teal>*Pandora(Them Yams Salty Fam) says: No... I don't. - Sun Oct  4 04:37:45 2015
<br><br><font color=teal>*Taiga, Edge(RuinousAnchor) says: You're going to learn today. - Sun Oct  4 04:37:45 2015
<br><br><font color=teal>*Taiga, Edge(RuinousAnchor) says: And you're going to master it in two minutes. - Sun Oct  4 04:37:45 2015
<br><br><font color=teal>*Taiga, Edge(RuinousAnchor) says: Walk on the water. - Sun Oct  4 04:38:36 2015
<br><br><font color=teal>*Taiga, Edge(RuinousAnchor) says: Concentrate chakra to your feet and walk. - Sun Oct  4 04:38:36 2015
<br><br><font color=teal>*Taiga, Edge(RuinousAnchor) says: Go. - Sun Oct  4 04:38:36 2015
<br><br><font color=teal>*Taiga, Edge(RuinousAnchor) says: Toss off the gourd. - Sun Oct  4 04:38:36 2015
<br><br><font color=teal>*Taiga, Edge(RuinousAnchor) says: The sand is useless when pulverized by water. - Sun Oct  4 04:38:36 2015
<br><br><font color=yellow>*Pandora(Them Yams Salty Fam) removed her sand gourd, resting it against the wall to the cavern. The platform of sand she was sitting on parted into waves which flowed into the gourd. She'd approach the shore of the body of water, attempting to focus well-proportioned chakra to the soles of her feet. She'd extend her right leg outward in front of her, allowing it to displace the water and then proceed to dip down beneath it. She'd withdraw her wet foot from the water.

"I'm insufficient without my sand... I apologize."* - Sun Oct  4 04:42:52 2015
<br><br><font color=teal>*Taiga, Edge(RuinousAnchor) says: ...... - Sun Oct  4 04:44:35 2015
<br><br><font color=teal>*Taiga, Edge(RuinousAnchor) says: Walk. - Sun Oct  4 04:44:35 2015
<br><br><font color=teal>*Taiga, Edge(RuinousAnchor) says: Across it. - Sun Oct  4 04:44:35 2015
<br><br><font color=teal>*Taiga, Edge(RuinousAnchor) says: If I blast the fuck out of your sand. - Sun Oct  4 04:44:35 2015
<br><br><font color=teal>*Taiga, Edge(RuinousAnchor) says: And you're above water. - Sun Oct  4 04:44:35 2015
<br><br><font color=teal>*Taiga, Edge(RuinousAnchor) says: What are you going to do? - Sun Oct  4 04:44:35 2015
<br><br><font color=teal>*Taiga, Edge(RuinousAnchor) says: Fall into the water and drown because of the weight of your gourd? - Sun Oct  4 04:44:35 2015
<br><br><font color=teal>*Taiga, Edge(RuinousAnchor) says: I hope not. - Sun Oct  4 04:44:35 2015
<br><br><font color=teal>*Pandora(Them Yams Salty Fam) says: That's why I appreciate this. It'll be helpful.. - Sun Oct  4 04:44:35 2015
<br><br><font color=teal>*Taiga, Edge(RuinousAnchor) says: Get to it. - Sun Oct  4 04:45:26 2015
<br><br><font color=teal>*Taiga, Edge(RuinousAnchor) says: Otherwise. - Sun Oct  4 04:45:26 2015
<br><br><font color=teal>*Taiga, Edge(RuinousAnchor) says: I can teach you the easiest way. - Sun Oct  4 04:45:26 2015
<br><br><font color=teal>*Taiga, Edge(RuinousAnchor) says: And it's called the instinctual way. - Sun Oct  4 04:45:26 2015
<br><br><font color=teal>*Taiga, Edge(RuinousAnchor) says: Just see if you can get it down the normal way. - Sun Oct  4 04:46:17 2015
<br><br><font color=teal>*Taiga, Edge(RuinousAnchor) says: Go. - Sun Oct  4 04:46:17 2015
<br><br><font color=yellow>*Pandora(Them Yams Salty Fam) sighed. It seemed that she would have to put a little more effort into the task at hand. Pandora attempted to refine the manner in which she concentrated the chakra to her feet. For one, the chakra being concentrated to her feet was disproportionate. She wasn't balancing the amount of chakra she had concentrated to her soles.

In addition, it seemed that the girl had also failed to use enough chakra to gain full access to the technique. The brunette female would proceed to concentrate more chakra, attempting to level it evenly throughout the soles of her feet. She would extend her right leg out, slowly un-arching it down toward the surface of the water.

Pandora would press her foot firmly to the surface of the water, surprised when she didn't displace it. Pandora would walk forth, simply stepping across the water several times before standing on the other shore. She'd stare at Edge with her hazel eyes of eager.* - Sun Oct  4 04:50:33 2015
<br><br><font color=teal>*Taiga, Edge(RuinousAnchor) says: Good. - Sun Oct  4 04:52:16 2015
<br><br><font color=teal>*Taiga, Edge(RuinousAnchor) says: Good. - Sun Oct  4 04:53:07 2015
<br><br><font color=teal>*Taiga, Edge(RuinousAnchor) says: You've learned -something- at least. - Sun Oct  4 04:53:07 2015
<br><br><font color=teal>*Taiga, Edge(RuinousAnchor) says: Now then. - Sun Oct  4 04:53:07 2015
<br><br><font color=teal>*Taiga, Edge(RuinousAnchor) says: Now then. - Sun Oct  4 04:54:49 2015
<br><br><font color=yellow>*Pandora(Them Yams Salty Fam) flinched lightly. She'd press her fingertips to the afflicted area.* - Sun Oct  4 04:54:49 2015
<br><br><font color=teal>*Taiga, Edge(RuinousAnchor) says: I'll be leaving. - Sun Oct  4 04:54:49 2015
<br><br><font color=yellow>*Pandora(Them Yams Salty Fam) manifested a platform of sand beneath her, ascending a few inches above ground then beginning to float away. She'd soar overhead Genjigakure, landing outside of the residence that Edge took her to before.* - Sun Oct  4 04:57:23 2015
<br><br><font color=teal>*Rymei(X_Jake From State Farm_X) says: I'm going to need a stronger weapon. - Sun Oct  4 04:58:14 2015
<br><br><font color=yellow>*Pandora(Them Yams Salty Fam) floated into the room on a platform of sand. The sand would part, solidifying to her epidermis and vanishing from visage.* - Sun Oct  4 04:59:05 2015
<br><br><font color=teal>*Rymei(X_Jake From State Farm_X) says: I'm going to need a better weapon.One that is resistant to lightning jutsus,,,and overall stronger than this one. - Sun Oct  4 04:59:56 2015
<br><br><font color=teal>*Taiga, Edge(RuinousAnchor) says: ............... - Sun Oct  4 04:59:56 2015
<br><br><font color=teal>*Taiga, Edge(RuinousAnchor) says: I'll figure it out. - Sun Oct  4 05:00:48 2015
<br><br><font color=teal>*Taiga, Edge(RuinousAnchor) says: Pricing-wise. - Sun Oct  4 05:00:48 2015
<br><br><font color=teal>*Taiga, Edge(RuinousAnchor) says: ......... - Sun Oct  4 05:00:48 2015
<br><br><font color=teal>*Taiga, Edge(RuinousAnchor) says: ............................................................. - Sun Oct  4 05:00:48 2015
<br><br><font color=teal>*Taiga, Edge(RuinousAnchor) says: Rymei. - Sun Oct  4 05:00:48 2015
<br><br><font color=teal>*Pandora(Them Yams Salty Fam) says: I should learn more..... - Sun Oct  4 05:00:48 2015
<br><br><font color=teal>*Taiga, Edge(RuinousAnchor) says: Rymei. - Sun Oct  4 05:00:48 2015
<br><br><font color=teal>*Rymei(X_Jake From State Farm_X) says: Hmm? - Sun Oct  4 05:00:48 2015
<br><br><font color=teal>*Taiga, Edge(RuinousAnchor) says: When Kohaku arrives. - Sun Oct  4 05:00:48 2015
<br><br><font color=teal>*Taiga, Edge(RuinousAnchor) says: Well. - Sun Oct  4 05:00:48 2015
<br><br><font color=teal>*Pandora(Them Yams Salty Fam) says: More sand techniques.... - Sun Oct  4 05:00:48 2015
<br><br><font color=teal>*Taiga, Edge(RuinousAnchor) says: Let's see. - Sun Oct  4 05:00:48 2015
<br><br><font color=teal>*Taiga, Edge(RuinousAnchor) says: If you want me to buy you a better weapon. - Sun Oct  4 05:01:39 2015
<br><br><font color=teal>*Taiga, Edge(RuinousAnchor) says: I need Kohaku to be brought here without me having to pay. - Sun Oct  4 05:01:39 2015
<br><br><font color=teal>*Taiga, Edge(RuinousAnchor) says: Or. - Sun Oct  4 05:01:39 2015
<br><br><font color=teal>*Taiga, Edge(RuinousAnchor) says: Kohaku to have two extra million on her body when I get her here. - Sun Oct  4 05:01:39 2015
<br><br><font color=teal>*Taiga, Edge(RuinousAnchor) says: What do you think? - Sun Oct  4 05:01:39 2015
<br><br><font color=teal>*Taiga, Edge(RuinousAnchor) says: Preferably, I'd like you to find her. - Sun Oct  4 05:01:39 2015
<br><br><font color=teal>*Rymei(X_Jake From State Farm_X) says: Why not kill the person bringing Kohaku? - Sun Oct  4 05:01:39 2015
<br><br><font color=teal>*Taiga, Edge(RuinousAnchor) says: Good point. - Sun Oct  4 05:01:39 2015
<br><br><font color=teal>*Rymei(X_Jake From State Farm_X) says: Did I say kill? - Sun Oct  4 05:01:39 2015
<br><br><font color=teal>*Rymei(X_Jake From State Farm_X) says: I mean.. - Sun Oct  4 05:01:39 2015
<br><br><font color=teal>*Rymei(X_Jake From State Farm_X) says: Mug. - Sun Oct  4 05:01:39 2015
<br><br><font color=teal>*Taiga, Edge(RuinousAnchor) says: But what if this person is extremely powerful?  - Sun Oct  4 05:01:39 2015
<br><br><font color=teal>*Taiga, Edge(RuinousAnchor) says: I don't profess.... - Sun Oct  4 05:02:30 2015
<br><br><font color=teal>*Taiga, Edge(RuinousAnchor) says: I don't profess to being scared or anything. - Sun Oct  4 05:02:30 2015
<br><br><font color=teal>*Taiga, Edge(RuinousAnchor) says: I must calculate for every discrepancy though. - Sun Oct  4 05:02:30 2015
<br><br><font color=teal>*Taiga, Edge(RuinousAnchor) says: It's why I never go outside; I'd be caught by Yan or some idiot. - Sun Oct  4 05:02:30 2015
<br><br><font color=teal>*Rymei(X_Jake From State Farm_X) says: Hmm... - Sun Oct  4 05:03:21 2015
<br><br><font color=teal>*Rymei(X_Jake From State Farm_X) says: Maybe I can ask the Gezo for something. - Sun Oct  4 05:03:21 2015
<br><br><font color=teal>*Rymei(X_Jake From State Farm_X) says: I don't know how this works.. - Sun Oct  4 05:03:21 2015
<br><br><font color=teal>*Taiga, Edge(RuinousAnchor) says: Send a message. - Sun Oct  4 05:03:21 2015
<br><br><font color=teal>*Taiga, Edge(RuinousAnchor) says: Letter in a scroll probably. - Sun Oct  4 05:03:21 2015
<br><br><font color=teal>*Taiga, Edge(RuinousAnchor) says: I need more money god damnit... - Sun Oct  4 05:05:04 2015
<br><br><font color=teal>*Taiga, Edge(RuinousAnchor) says: I'll probably go extort Kirigakure. - Sun Oct  4 05:05:55 2015
<br><br><font color=yellow>*Pandora(Them Yams Salty Fam) removed her Konoha headband, placing it somewhere within her cloak. Her uneasy, hazelnut stare would drift toward Edge briefly.

The girl would murmur something about wanting to learn more on manipulating her sand.* - Sun Oct  4 05:09:20 2015
<br><br><font color=teal>*Rymei(X_Jake From State Farm_X) says: Letter Sent. - Sun Oct  4 05:09:20 2015
<br><br><font color=teal>*Taiga, Edge(RuinousAnchor) says: Good work. - Sun Oct  4 05:11:53 2015
<br><br><font color=teal>*Taiga, Edge(RuinousAnchor) says: I will buy you all things. - Sun Oct  4 05:16:09 2015
<br><br><font color=teal>*Taiga, Edge(RuinousAnchor) says: However. - Sun Oct  4 05:16:09 2015
<br><br><font color=teal>*Taiga, Edge(RuinousAnchor) says: You must obey my command. - Sun Oct  4 05:16:09 2015
<br><br><font color=teal>*Taiga, Edge(RuinousAnchor) says: Obey my orders. - Sun Oct  4 05:16:09 2015
<br><br><font color=teal>*Pandora(Them Yams Salty Fam) says: ..... - Sun Oct  4 05:16:09 2015
<br><br><font color=teal>*Taiga, Edge(RuinousAnchor) says: And do what I need you to do. - Sun Oct  4 05:16:09 2015
<br><br><font color=teal>*Pandora(Them Yams Salty Fam) thinks: I forgot my gourd. - Sun Oct  4 05:16:09 2015
