<br><font color=yellow>*Momura(JustCallMeGnar) would've suddenly felt his full on foot-long inside of her as she'd practically be in a sex-coma. She'd wrap her legs around his waist as she drooled a little, a long and lustful moan echoing out of her until their lips met together, she'd lock lips with him passionately, her hands around his back, her nails digging into him furiously.* - Wed Nov  4 01:45:48 2015
<br><br><font color=teal>*Momura(JustCallMeGnar) says: S-Sure.. - Wed Nov  4 02:37:00 2015
<br><br><font color=teal>*Momura(JustCallMeGnar) says: My legs h-hurt...K-Kinda numb.. - Wed Nov  4 02:37:00 2015
<br><br><font color=yellow>*Momura(JustCallMeGnar) was picked up, "O-Okay.."* - Wed Nov  4 02:41:16 2015
<br><br><font color=yellow>*Momura(JustCallMeGnar) just laid back and got washed by him, until she could finally get up and stand on her own. After being washed down, she'd get the shampoo and other supplies, washing him off to! 

Once done, she'd get out and dry off, putting her clothes back on.* - Wed Nov  4 02:44:41 2015
<br><br><font color=teal>*Momura(JustCallMeGnar) says: S-Sure.. - Wed Nov  4 02:48:06 2015
<br><br><font color=teal>*Ari, Hanai(KenichiMD) says: It's... - Wed Nov  4 03:00:03 2015
<br><br><font color=teal>*Ari, Hanai(KenichiMD) says: A sweet pastry... - Wed Nov  4 03:00:03 2015
<br><br><font color=teal>*Ari, Hanai(KenichiMD) says: Sweet red bean.... - Wed Nov  4 03:00:54 2015
<br><br><font color=teal>*Ari, Hanai(KenichiMD) says: With some coconut shavings. - Wed Nov  4 03:00:54 2015
<br><br><font color=teal>*Ari, Hanai(KenichiMD) says: Wrapped in a fluffy...pancake-like pastry. - Wed Nov  4 03:00:54 2015
<br><br><font color=teal>*Momura(JustCallMeGnar) says: O-Oh..wow... - Wed Nov  4 03:03:28 2015
<br><br><font color=yellow>*Momura(JustCallMeGnar) grab the pastry and takes a bite, "Mm..T-Thank you!"* - Wed Nov  4 03:04:19 2015
<br><br><font color=teal>*Ari, Hanai(KenichiMD) says: Y-Yeah... - Wed Nov  4 03:04:19 2015
<br><br><font color=teal>*Ari, Hanai(KenichiMD) says: I-I learned how to cook.... - Wed Nov  4 03:04:19 2015
<br><br><font color=teal>*Ari, Hanai(KenichiMD) says: S-Since I always lived alone... - Wed Nov  4 03:04:19 2015
<br><br><font color=teal>*Ari, Hanai(KenichiMD) says: D-Do you know how to cook? - Wed Nov  4 03:04:19 2015
<br><br><font color=teal>*Momura(JustCallMeGnar) says: I'm good with..Any vegetation.. - Wed Nov  4 03:05:10 2015
<br><br><font color=teal>*Momura(JustCallMeGnar) says: L-Like fruit.. - Wed Nov  4 03:05:10 2015
<br><br><font color=teal>*Momura(JustCallMeGnar) says: And uhm.. - Wed Nov  4 03:06:01 2015
<br><br><font color=teal>*Momura(JustCallMeGnar) says: Veggies.. - Wed Nov  4 03:06:01 2015
<br><br><font color=teal>*Momura(JustCallMeGnar) says: I can make a g-good fruit salad. - Wed Nov  4 03:06:01 2015
<br><br><font color=teal>*Ari, Hanai(KenichiMD) says: O-Okay.... - Wed Nov  4 03:06:01 2015
<br><br><font color=teal>*Ari, Hanai(KenichiMD) says: I-I'm good with uh... - Wed Nov  4 03:06:01 2015
<br><br><font color=teal>*Ari, Hanai(KenichiMD) says: Sweets. . . . . . - Wed Nov  4 03:06:01 2015
<br><br><font color=teal>*Ari, Hanai(KenichiMD) says: And breads... - Wed Nov  4 03:06:01 2015
<br><br><font color=teal>*Ari, Hanai(KenichiMD) says: M-Maybe we could make fruit bread or something..! - Wed Nov  4 03:06:52 2015
<br><br><font color=teal>*Momura(JustCallMeGnar) says: Y-Yeah...! - Wed Nov  4 03:06:52 2015
<br><br><font color=teal>*Ari, Hanai(KenichiMD) says: Y-Yeah. - Wed Nov  4 03:09:26 2015
<br><br><font color=teal>*Ari, Hanai(KenichiMD) says: M-Mabe. - Wed Nov  4 03:09:26 2015
<br><br><font color=teal>*Ari, Hanai(KenichiMD) says: I'll make some mashed potatoes... - Wed Nov  4 03:09:26 2015
<br><br><font color=teal>*Ari, Hanai(KenichiMD) says: And gravy? - Wed Nov  4 03:09:26 2015
<br><br><font color=teal>*Ari, Hanai(KenichiMD) says: Are you... into that? - Wed Nov  4 03:09:26 2015
<br><br><font color=teal>*Momura(JustCallMeGnar) says: M-Maybe.. - Wed Nov  4 03:10:17 2015
<br><br><font color=teal>*Momura(JustCallMeGnar) says: I like potatoes. - Wed Nov  4 03:10:17 2015
<br><br><font color=teal>*Momura(JustCallMeGnar) says: W-We'll find something.. - Wed Nov  4 03:11:08 2015
<br><br><font color=yellow>*Momura(JustCallMeGnar) hugged him back.* - Wed Nov  4 03:11:08 2015
<br><br><font color=teal>*Ari, Hanai(KenichiMD) says: Okay..... - Wed Nov  4 03:15:24 2015
<br><br><font color=teal>*Momura(JustCallMeGnar) says: .... - Wed Nov  4 03:17:07 2015
<br><br><font color=teal>*Ari, Hanai(KenichiMD) says: W-What should we do? - Wed Nov  4 03:17:58 2015
<br><br><font color=yellow>*Momura(JustCallMeGnar) blinked, "S-Should we go check it out?"* - Wed Nov  4 03:17:58 2015
<br><br><font color=teal>*Ari, Hanai(KenichiMD) says: D-Do you want to? - Wed Nov  4 03:20:32 2015
<br><br><font color=teal>*Ari, Hanai(KenichiMD) says: I-If so... - Wed Nov  4 03:20:32 2015
<br><br><font color=teal>*Ari, Hanai(KenichiMD) says: ...... - Wed Nov  4 03:20:32 2015
<br><br><font color=teal>*Momura(JustCallMeGnar) says: I-I don't know... - Wed Nov  4 03:21:23 2015
<br><br><font color=teal>*Momura(JustCallMeGnar) says: It might be bad.. - Wed Nov  4 03:21:23 2015
<br><br><font color=teal>*Ari, Hanai(KenichiMD) says: L-Let's stay here... - Wed Nov  4 03:22:14 2015
<br><br><font color=teal>*Ari, Hanai(KenichiMD) says: I-If anyone comes... - Wed Nov  4 03:23:05 2015
<br><br><font color=teal>*Ari, Hanai(KenichiMD) says: We'll fight back... - Wed Nov  4 03:23:05 2015
<br><br><font color=teal>*Momura(JustCallMeGnar) says: A-Alright.. - Wed Nov  4 03:23:05 2015
<br><br><font color=teal>*Ari, Hanai(KenichiMD) says: M-Momura-chan. - Wed Nov  4 03:43:34 2015
<br><br><font color=teal>*Ari, Hanai(KenichiMD) says: It-It's really loud out there... - Wed Nov  4 03:44:25 2015
<br><br><font color=teal>*Ari, Hanai(KenichiMD) says: Maybe we should set some traps? - Wed Nov  4 03:44:25 2015
<br><br><font color=teal>*Momura(JustCallMeGnar) says: S-Sure..D-Do you have any..? - Wed Nov  4 03:45:16 2015
<br><br><font color=teal>*Ari, Hanai(KenichiMD) says: U-Um. - Wed Nov  4 03:51:15 2015
<br><br><font color=teal>*Ari, Hanai(KenichiMD) says: I have E-Explosive Tags. - Wed Nov  4 03:51:15 2015
<br><br><font color=teal>*Momura(JustCallMeGnar) says: A-Alright.. - Wed Nov  4 03:52:57 2015
<br><br><font color=teal>*Momura(JustCallMeGnar) says: Y-Yea. - Wed Nov  4 04:00:38 2015
<br><br><font color=teal>*Ari, Hanai(KenichiMD) says: N-No one's here. - Wed Nov  4 05:30:14 2015
<br><br><font color=teal>*Momura(JustCallMeGnar) says: Y-Yea.. - Wed Nov  4 05:30:14 2015
<br><br><font color=teal>*Ari, Hanai(KenichiMD) says: W-What's the plan? - Wed Nov  4 05:33:39 2015
<br><br><font color=teal>*Momura(JustCallMeGnar) says: U-Uhm.. - Wed Nov  4 05:33:39 2015
<br><br><font color=teal>*Momura(JustCallMeGnar) says: I don't know.. - Wed Nov  4 05:33:39 2015
<br><br><font color=teal>*Ari, Hanai(KenichiMD) says: ...Mmmm. - Wed Nov  4 05:38:46 2015
<br><br><font color=teal>*Momura(JustCallMeGnar) says: U-Uhm.. - Wed Nov  4 05:41:20 2015
<br><br><font color=teal>*Momura(JustCallMeGnar) says: Let's go back to your house. - Wed Nov  4 05:41:20 2015
<br><br><font color=teal>*Ari, Hanai(KenichiMD) says: Okay. - Wed Nov  4 05:41:20 2015
<br><br><font color=teal>*Ari, Hanai(KenichiMD) says: It's like... - Wed Nov  4 05:41:20 2015
<br><br><font color=teal>*Ari, Hanai(KenichiMD) says: An apocalypse, kinda.... - Wed Nov  4 05:42:11 2015
<br><br><font color=teal>*Ari, Hanai(KenichiMD) says: S-So many people are dying. - Wed Nov  4 05:42:11 2015
<br><br><font color=teal>*Momura(JustCallMeGnar) says: A-At least we're alive..R-Right? - Wed Nov  4 05:42:11 2015
<br><br><font color=teal>*Ari, Hanai(KenichiMD) says: Y-Yeah... - Wed Nov  4 05:43:53 2015
<br><br><font color=teal>*Ari, Hanai(KenichiMD) says: I'm so happy you're still alive. - Wed Nov  4 05:43:53 2015
<br><br><font color=yellow>*Momura(JustCallMeGnar) kissed him gently, "I-I'm happy you're alive to.." She'd then take a moment to think, "I-If you want..w-we can try that thing you d-did earlier.."* - Wed Nov  4 05:44:44 2015
<br><br><font color=teal>*Momura(JustCallMeGnar) says: R-Remember? - Wed Nov  4 05:48:09 2015
<br><br><font color=teal>*Momura(JustCallMeGnar) says: M-M-My butt.. - Wed Nov  4 05:49:00 2015
<br><br><font color=teal>*Ari, Hanai(KenichiMD) says: O-Okay.... - Wed Nov  4 05:50:43 2015
<br><br><font color=teal>*Ari, Hanai(KenichiMD) says: Y-You sure it'll fit? - Wed Nov  4 05:50:43 2015
<br><br><font color=teal>*Momura(JustCallMeGnar) says: W-Well... - Wed Nov  4 05:51:34 2015
<br><br><font color=teal>*Momura(JustCallMeGnar) says: I-I had an idea.. - Wed Nov  4 05:51:34 2015
<br><br><font color=teal>*Momura(JustCallMeGnar) says: B-But you won't like it..p-probably... - Wed Nov  4 05:51:34 2015
<br><br><font color=teal>*Ari, Hanai(KenichiMD) says: W-What's the idea? - Wed Nov  4 05:51:34 2015
<br><br><font color=teal>*Momura(JustCallMeGnar) says: L-Lay straight down.. - Wed Nov  4 05:52:25 2015
<br><br><font color=teal>*Ari, Hanai(KenichiMD) says: U-Um, okay. - Wed Nov  4 05:52:25 2015
<br><br><font color=yellow>*Momura(JustCallMeGnar) stripped her bottoms.* - Wed Nov  4 05:52:25 2015
<br><br><font color=yellow>*Momura(JustCallMeGnar) would've stripped off her panties as well, slowly standing over him, before going to sit on his face, literally, she'd place her ass right above his mouth.* - Wed Nov  4 05:53:16 2015
<br><br><font color=yellow>*Momura(JustCallMeGnar) slides her ass more against his mouth, "Y-Yea.." She'd say, making sure her ass cheeks almost covered his face, trying to get comfortable.* - Wed Nov  4 05:55:50 2015
<br><br><font color=yellow>*Momura(JustCallMeGnar) let out a small nervous giggle as he licked and kissed her ass, "I-It feels really w-weird." She say happily, "I-I like it.." She'd then feel his hand into her pussy as his hand found itself at her breasts, she'd find a comfortable seat, sitting directly ontop of him and laying back, as her hand went down to her clit, rubbing it gently.* - Wed Nov  4 06:00:06 2015
<br><br><font color=yellow>*Momura(JustCallMeGnar) lets out a surprised gasp as he'd dig his tongue into her pussy, already semi-wet. She'd move her hands to the back of the bed, holding onto it as his antenna went up her ass, "M-Mmm.." she'd let out a lustful noise as she'd enjoy herself.* - Wed Nov  4 06:03:31 2015
<br><br><font color=yellow>*Momura(JustCallMeGnar) let out a sudden moan as he'd swirl his tongue around inside of her, as well as his antenna being pushed inside of her even more, "A-Ahh.."* - Wed Nov  4 06:06:56 2015
<br><br><font color=yellow>*Momura(JustCallMeGnar) would've felt him turning until an atenna entered her pussy as well, it was thin yet it seemed to hit the point as she'd turn really red, "S-Soo.w-weird.." she'd say oh-so suddenly.* - Wed Nov  4 06:12:54 2015
<br><br><font color=yellow>*Momura(JustCallMeGnar) // After a bit of time, she couldn't take it anymore, a final thrust was given as she'd suddenly let out a louder moan then before, for several seconds she seemed to just sit there in euphoria, as more liquid then before slithered out of her and dropped onto his face, after that, she'd plop off and lay next to him with rather heavy breathes.* - Wed Nov  4 06:14:36 2015
<br><br><font color=yellow>*Momura(JustCallMeGnar) would've just been plopped there, feeling his passionate kiss as emotions ran through her..

"Y-You're..to..nice.."* - Wed Nov  4 06:17:10 2015
<br><br><font color=teal>*Ari, Hanai(KenichiMD) says: I love you.... - Wed Nov  4 06:17:10 2015
<br><br><font color=teal>*Ari, Hanai(KenichiMD) says: T-That's why... - Wed Nov  4 06:17:10 2015
<br><br><font color=teal>*Momura(JustCallMeGnar) says: I-I..love you..t-to.. - Wed Nov  4 06:17:10 2015
<br><br><font color=teal>*Ari, Hanai(KenichiMD) says: M-Mmmm. - Wed Nov  4 06:18:52 2015
<br><br><font color=yellow>*Momura(JustCallMeGnar) woke up with a sigh, getting out of the bed and stretching. She'd plop her clothes on before getting ready to train. The female clapped her hands together as she'd formulate through a string of handseals as the female shot her hands out, strings wrapping around a lamp, she'd then pull it forward, grabbing it as it fell off.

After this, she'd put it back up as her hands clapped together, formulating several handseals as the female launched wires out of her sleeves once more, this time latching onto the lamp a bit more accurately, she'd unwrap it before letting out a sigh.* - Wed Nov  4 21:15:44 2015
<br><br><font color=yellow>*Momura(JustCallMeGnar) continued on with her training, clapping her hands together as the female launched out another set of wires from her sleeves which wrapped around the lamp before dissipating in thin air. She'd repeat this several times over, tossing out constant wire-bind around the lamp.* - Wed Nov  4 21:19:08 2015
<br><br><font color=yellow>*Momura(JustCallMeGnar) sighed as she'd begin to formulate through the same set of handseals once more, boredom came over her, but it was all for trainings sake as this would help , she'd send out several long wires which wrapped around a random log that just so happen to be there. She'd twirl it around the room as she kept it bound within the wire before releasing it as it rolled on the ground.* - Wed Nov  4 21:23:24 2015
<br><br><font color=yellow>*Momura(JustCallMeGnar) stopped from her training of "wire bind" as she'd pick up the log and set it down infront of her, putting her palm straight as she'd unleash a barrage of backhands towards the log, rapidly hitting it as it'd break a bit each time.* - Wed Nov  4 21:25:58 2015
<br><br><font color=yellow>*Momura(JustCallMeGnar) would've then backed away as she'd visualize a shadow spar, as if she were figthing someone who wasn't there at all. The figure striked at her as she'd visually mis-direct his strike with her body, using her physical body to do so, She'd toss his hands to the side before hitting him in the throat with a backhand strike. * - Wed Nov  4 21:27:40 2015
<br><br><font color=yellow>*Momura(JustCallMeGnar) would've twisted around after pushing the male back, she'd plop onto the floor, opening the scroll labeled, "Leaf whirlwind" Curious as to what it contained, her eyes scanned over the words as she'd visualize the movement within her mind.* - Wed Nov  4 21:31:56 2015
<br><br><font color=yellow>*Momura(JustCallMeGnar) continued to read the leaf whirlwind scroll, her mind absorbing it like second nature, as if she spent her life studying..She was absorbing as much knowledge as she possibly could, on the final scroll from lera.* - Wed Nov  4 21:39:37 2015
<br><br><font color=teal>*Ari, Hanai(KenichiMD) says: Momura! - Wed Nov  4 23:10:04 2015
<br><br><font color=teal>*Ari, Hanai(KenichiMD) says: How are you? - Wed Nov  4 23:10:04 2015
<br><br><font color=teal>*Momura(JustCallMeGnar) says: I-I'm good.. - Wed Nov  4 23:12:38 2015
<br><br><font color=teal>*Ari, Hanai(KenichiMD) says: T-That's good! - Wed Nov  4 23:13:29 2015
<br><br><font color=teal>*Ari, Hanai(KenichiMD) says: I'm going to be training. - Wed Nov  4 23:13:29 2015
<br><br><font color=teal>*Ari, Hanai(KenichiMD) says: U-Um. - Wed Nov  4 23:13:29 2015
<br><br><font color=teal>*Ari, Hanai(KenichiMD) says: What'll you do? - Wed Nov  4 23:13:29 2015
<br><br><font color=teal>*Momura(JustCallMeGnar) says: I-I dunno.. - Wed Nov  4 23:14:20 2015
<br><br><font color=teal>*Ari, Hanai(KenichiMD) says: O-Okay. - Wed Nov  4 23:17:45 2015
<br><br><font color=teal>*Ari, Hanai(KenichiMD) says: W-Well. - Wed Nov  4 23:17:45 2015
<br><br><font color=teal>*Ari, Hanai(KenichiMD) says: Y-You can train too. - Wed Nov  4 23:17:45 2015
<br><br><font color=teal>*Ari, Hanai(KenichiMD) says: I'll just be here.. - Wed Nov  4 23:17:45 2015
<br><br><font color=teal>*Ari, Hanai(KenichiMD) says: To protect you if anything goes wrong! - Wed Nov  4 23:17:45 2015
<br><br><font color=teal>*Ari, Hanai(KenichiMD) says: Momura-chan. - Wed Nov  4 23:29:42 2015
<br><br><font color=teal>*Ari, Hanai(KenichiMD) says: K-Kirigakure is so empty... and 'dead'. - Wed Nov  4 23:29:42 2015
<br><br><font color=teal>*Ari, Hanai(KenichiMD) says: I-I think we'll be attacked s-sooner or later. - Wed Nov  4 23:29:42 2015
<br><br><font color=teal>*Momura(JustCallMeGnar) says: P-Probably.. - Wed Nov  4 23:31:24 2015
<br><br><font color=teal>*Momura(JustCallMeGnar) says: W-What should we do? - Wed Nov  4 23:33:07 2015
<br><br><font color=teal>*Ari, Hanai(KenichiMD) says: I-I'm not sure. - Wed Nov  4 23:34:49 2015
<br><br><font color=teal>*Momura(JustCallMeGnar) says: H-Hm.. - Wed Nov  4 23:36:32 2015
<br><br><font color=teal>*Momura(JustCallMeGnar) says: L-Let's go outside.. - Wed Nov  4 23:36:32 2015
<br><br><font color=yellow>*Momura(JustCallMeGnar) went to grab his hand.* - Wed Nov  4 23:36:32 2015
<br><br><font color=teal>*Momura(JustCallMeGnar) says: S-Should we..go to sunagakure? - Wed Nov  4 23:40:48 2015
<br><br><font color=teal>*Marco(Gtgoku55) says: I'd suppose so. ..  - Wed Nov  4 23:41:39 2015
<br><br><font color=teal>*Marco(Gtgoku55) says: The village is becoming a ghost town. - Wed Nov  4 23:41:39 2015
<br><br><font color=teal>*Momura(JustCallMeGnar) says: H-Hnng..I can't even live in s-sunagakure, H-Hanai.. - Wed Nov  4 23:42:30 2015
<br><br><font color=teal>*Marco(Gtgoku55) says: And why is that? - Wed Nov  4 23:42:30 2015
<br><br><font color=teal>*Momura(JustCallMeGnar) says: B-Because I can't. - Wed Nov  4 23:43:21 2015
<br><br><font color=teal>*Marco(Gtgoku55) says: That isn't really a logical reason.. - Wed Nov  4 23:44:12 2015
<br><br><font color=teal>*Ari, Hanai(KenichiMD) says: . . . . - Wed Nov  4 23:45:55 2015
<br><br><font color=teal>*Ari, Hanai(KenichiMD) says: M-Mmm...... - Wed Nov  4 23:45:55 2015
<br><br><font color=teal>*Ari, Hanai(KenichiMD) says: I-It's okay if you can't live in S-Sunagakure.... - Wed Nov  4 23:45:55 2015
<br><br><font color=teal>*Ari, Hanai(KenichiMD) says: W-We can just.... - Wed Nov  4 23:45:55 2015
<br><br><font color=teal>*Ari, Hanai(KenichiMD) says: S-Stay in Kirigakure... - Wed Nov  4 23:45:55 2015
<br><br><font color=teal>*Ari, Hanai(KenichiMD) says: E-Even if it is a ghost town... - Wed Nov  4 23:45:55 2015
<br><br><font color=teal>*Momura(JustCallMeGnar) says: I-I guess.. - Wed Nov  4 23:45:55 2015
<br><br><font color=teal>*Momura(JustCallMeGnar) says: W-We can f-fix it up! - Wed Nov  4 23:45:55 2015
<br><br><font color=teal>*Ari, Hanai(KenichiMD) says: Mhmmm. - Wed Nov  4 23:48:28 2015
<br><br><font color=teal>*Momura(JustCallMeGnar) says: U-Uhm.. - Wed Nov  4 23:48:28 2015
<br><br><font color=teal>*Momura(JustCallMeGnar) says: D-Do we have a k-kage now..? - Wed Nov  4 23:48:28 2015
<br><br><font color=teal>*Marco(Gtgoku55) says: O - Wed Nov  4 23:50:11 2015
<br><br><font color=teal>*Marco(Gtgoku55) says: I'd assume this Lera individual would be seen as a Kage. - Wed Nov  4 23:50:11 2015
<br><br><font color=teal>*Momura(JustCallMeGnar) says: S-She's in sunagakure. - Wed Nov  4 23:51:02 2015
<br><br><font color=teal>*Ari, Hanai(KenichiMD) says: ....... - Wed Nov  4 23:51:02 2015
<br><br><font color=teal>*Momura(JustCallMeGnar) says: S-So.. - Wed Nov  4 23:52:44 2015
<br><br><font color=teal>*Marco(Gtgoku55) says: Then do as you'd like? - Wed Nov  4 23:54:27 2015
<br><br><font color=teal>*Momura(JustCallMeGnar) says: H-Hanai..What do you think we should d-do..? - Wed Nov  4 23:55:18 2015
<br><br><font color=teal>*Ari, Hanai(KenichiMD) says: I-It's up to you... - Wed Nov  4 23:57:00 2015
<br><br><font color=teal>*Ari, Hanai(KenichiMD) says: We can t-try it.... - Wed Nov  4 23:58:43 2015
<br><br><font color=teal>*Ari, Hanai(KenichiMD) says: P-Possibly. - Wed Nov  4 23:58:43 2015
<br><br><font color=teal>*Momura(JustCallMeGnar) says: S-Sunagakure..? - Wed Nov  4 23:58:43 2015
<br><br><font color=teal>*Momura(JustCallMeGnar) says: O-Oh hanai.. - Wed Nov  4 23:59:34 2015
<br><br><font color=yellow>*Momura(JustCallMeGnar) hands him six scrolls.* - Wed Nov  4 23:59:34 2015
<br><br><font color=teal>*Ari, Hanai(KenichiMD) says: H-Huh? - Thu Nov  5 00:02:59 2015
<br><br><font color=teal>*Momura(JustCallMeGnar) says: L-Lera gave me those. - Thu Nov  5 00:02:59 2015
<br><br><font color=teal>*Momura(JustCallMeGnar) says: L-Learn them. - Thu Nov  5 00:02:59 2015
<br><br><font color=teal>*Ari, Hanai(KenichiMD) says: T-Thank you, M-Momura-chan. - Thu Nov  5 00:17:29 2015
<br><br><font color=teal>*Momura(JustCallMeGnar) says: Y-Yeah. - Thu Nov  5 00:19:12 2015
<br><br><font color=teal>*Ari, Hanai(KenichiMD) says: S-Should we try going to Konoha? - Thu Nov  5 00:19:12 2015
<br><br><font color=teal>*Momura(JustCallMeGnar) says: M-Maybe.. - Thu Nov  5 00:20:54 2015
<br><br><font color=teal>*Ari, Hanai(KenichiMD) says: Okay... - Thu Nov  5 00:25:10 2015
<br><br><font color=teal>*Ari, Hanai(KenichiMD) says: L-Let's go and see. - Thu Nov  5 00:26:52 2015
<br><br><font color=teal>*Ari, Hanai(KenichiMD) says: T-Then we'll try Sunagakure. - Thu Nov  5 00:26:52 2015
<br><br><font color=teal>*Ari, Hanai(KenichiMD) says: There are no more caravans..... - Thu Nov  5 00:27:44 2015
<br><br><font color=teal>*Momura(JustCallMeGnar) says: W-Well then. - Thu Nov  5 00:29:26 2015
<br><br><font color=teal>*Ari, Hanai(KenichiMD) says: We'll have to stay... - Thu Nov  5 00:31:08 2015
<br><br><font color=teal>*Momura(JustCallMeGnar) says: A-Alright.. - Thu Nov  5 00:32:00 2015
<br><br><font color=teal>*Ari, Hanai(KenichiMD) says: M-Momura, shall we go to Konohagakure o-or will we stay in Kirigakure. - Thu Nov  5 04:15:34 2015
<br><br><font color=teal>*Momura(JustCallMeGnar) says: U-Uhm.. - Thu Nov  5 04:15:34 2015
<br><br><font color=teal>*Momura(JustCallMeGnar) says: L-Let's go check out k-konoha first.. - Thu Nov  5 04:15:34 2015
<br><br><font color=teal>*Ari, Hanai(KenichiMD) says: O-Okay! - Thu Nov  5 04:15:34 2015
<br><br><font color=teal>*Ari, Hanai(KenichiMD) says: . . .  - Thu Nov  5 04:18:59 2015
<br><br><font color=teal>*Momura(JustCallMeGnar) says: .... - Thu Nov  5 04:19:50 2015
<br><br><font color=teal>*Ari, Hanai(KenichiMD) says: L-Let's go inside, M-Momura. - Thu Nov  5 04:20:41 2015
<br><br><font color=teal>*Ari, Hanai(KenichiMD) says: L-Let's see if the Kage is available.... - Thu Nov  5 04:20:41 2015
<br><br><font color=teal>*Momura(JustCallMeGnar) says: A-Alright. - Thu Nov  5 04:21:32 2015
<br><br><font color=teal>*Ari, Hanai(KenichiMD) says: Not here... - Thu Nov  5 04:25:48 2015
<br><br><font color=teal>*Momura(JustCallMeGnar) says: H-He isn't here. - Thu Nov  5 04:25:48 2015
<br><br><font color=teal>*Ari, Hanai(KenichiMD) says: What'll we do...? - Thu Nov  5 04:25:48 2015
<br><br><font color=teal>*Momura(JustCallMeGnar) says: I-I dunno.. - Thu Nov  5 04:25:48 2015
<br><br><font color=teal>*Momura(JustCallMeGnar) says: K-Kirigakure's become very d-desolate..and b-bad..But we c-can live there.. - Thu Nov  5 04:26:40 2015
<br><br><font color=teal>*Momura(JustCallMeGnar) says: S-Since they d-do need support - Thu Nov  5 04:26:40 2015
<br><br><font color=teal>*Ari, Hanai(KenichiMD) says: O-Okay... - Thu Nov  5 04:30:04 2015
<br><br><font color=teal>*Ari, Hanai(KenichiMD) says: Y-Yeah. - Thu Nov  5 04:30:04 2015
<br><br><font color=teal>*Ari, Hanai(KenichiMD) says: L-Let's live in Kirigakure! - Thu Nov  5 04:30:04 2015
<br><br><font color=teal>*Ari, Hanai(KenichiMD) says: We'll be l-loyal to them. - Thu Nov  5 04:30:04 2015
<br><br><font color=teal>*Momura(JustCallMeGnar) says: A-Alright uhm.. - Thu Nov  5 04:38:36 2015
<br><br><font color=teal>*Momura(JustCallMeGnar) says: S-So uhm..H-Hanai.. - Thu Nov  5 04:39:28 2015
<br><br><font color=teal>*Ari, Hanai(KenichiMD) says: Y-yes? - Thu Nov  5 04:46:17 2015
